tanggal,result,as,kop,kepala,ekor
2008-02-23,7340,7,3,4,0
2008-02-24,0869,0,8,6,9
2008-02-25,9126,9,1,2,6
2008-02-26,2710,2,7,1,0
2008-02-27,6482,6,4,8,2
2008-02-28,0937,0,9,3,7
2008-02-29,2943,2,9,4,3
2008-03-01,6012,6,0,1,2
2008-03-02,4704,4,7,0,4
2008-03-03,0695,0,6,9,5
2008-03-04,4922,4,9,2,2
2008-03-05,5250,5,2,5,0
2008-03-06,1096,1,0,9,6
2008-03-07,6393,6,3,9,3
2008-03-08,8132,8,1,3,2
2008-03-09,9586,9,5,8,6
2008-03-10,3824,3,8,2,4
2008-03-11,5791,5,7,9,1
2008-03-12,2577,2,5,7,7
2008-03-13,8439,8,4,3,9
2008-03-14,5219,5,2,1,9
2008-03-15,2753,2,7,5,3
2008-03-16,3987,3,9,8,7
2008-03-17,1576,1,5,7,6
2008-03-18,8917,8,9,1,7
2008-03-19,0194,0,1,9,4
2008-03-20,8510,8,5,1,0
2008-03-21,9274,9,2,7,4
2008-03-22,4451,4,4,5,1
2008-03-23,5826,5,8,2,6
2008-03-24,2064,2,0,6,4
2008-03-25,8539,8,5,3,9
2008-03-26,9050,9,0,5,0
2008-03-27,4695,4,6,9,5
2008-03-28,5243,5,2,4,3
2008-03-29,0469,0,4,6,9
2008-03-30,6395,6,3,9,5
2008-03-31,4583,4,5,8,3
2008-04-01,3609,3,6,0,9
2008-04-02,7598,7,5,9,8
2008-04-03,5232,5,2,3,2
2008-04-04,8974,8,9,7,4
2008-04-05,9645,9,6,4,5
2008-04-06,2536,2,5,3,6
2008-04-07,1858,1,8,5,8
2008-04-08,9425,9,4,2,5
2008-04-09,8346,8,3,4,6
2008-04-10,9873,9,8,7,3
2008-04-11,0584,0,5,8,4
2008-04-12,6257,6,2,5,7
2008-04-13,1780,1,7,8,0
2008-04-14,3104,3,1,0,4
2008-04-15,7546,7,5,4,6
2008-04-16,5139,5,1,3,9
2008-04-17,1891,1,8,9,1
2008-04-18,3768,3,7,6,8
2008-04-19,2083,2,0,8,3
2008-04-20,4971,4,9,7,1
2008-04-21,3810,3,8,1,0
2008-04-22,1458,1,4,5,8
2008-04-23,0694,0,6,9,4
2008-04-24,8172,8,1,7,2
2008-04-25,3596,3,5,9,6
2008-04-26,0178,0,1,7,8
2008-04-27,6203,6,2,0,3
2008-04-28,2859,2,8,5,9
2008-04-29,0371,0,3,7,1
2008-04-30,1293,1,2,9,3
2008-05-01,4035,4,0,3,5
2008-05-02,9128,9,1,2,8
2008-05-03,8265,8,2,6,5
2008-05-04,3894,3,8,9,4
2008-05-05,0546,0,5,4,6
2008-05-06,2615,2,6,1,5
2008-05-07,7206,7,2,0,6
2008-05-08,1422,1,4,2,2
2008-05-09,9754,9,7,5,4
2008-05-10,7461,7,4,6,1
2008-05-11,6160,6,1,6,0
2008-05-12,9702,9,7,0,2
2008-05-13,0811,0,8,1,1
2008-05-14,4621,4,6,2,1
2008-05-15,3295,3,2,9,5
2008-05-16,2073,2,0,7,3
2008-05-17,3586,3,5,8,6
2008-05-18,4759,4,7,5,9
2008-05-19,0125,0,1,2,5
2008-05-20,1956,1,9,5,6
2008-05-21,3592,3,5,9,2
2008-05-22,1876,1,8,7,6
2008-05-23,9045,9,0,4,5
2008-05-24,4798,4,7,9,8
2008-05-25,5024,5,0,2,4
2008-05-26,8619,8,6,1,9
2008-05-27,2260,2,2,6,0
2008-05-28,9638,9,6,3,8
2008-05-29,0244,0,2,4,4
2008-05-30,5812,5,8,1,2
2008-05-31,2605,2,6,0,5
2008-06-01,7085,7,0,8,5
2008-06-02,1456,1,4,5,6
2008-06-03,0124,0,1,2,4
2008-06-04,4591,4,5,9,1
2008-06-05,2129,2,1,2,9
2008-06-06,8067,8,0,6,7
2008-06-07,5396,5,3,9,6
2008-06-08,7523,7,5,2,3
2008-06-09,9082,9,0,8,2
2008-06-10,1506,1,5,0,6
2008-06-11,8914,8,9,1,4
2008-06-12,6843,6,8,4,3
2008-06-13,3194,3,1,9,4
2008-06-14,7061,7,0,6,1
2008-06-15,3847,3,8,4,7
2008-06-16,1452,1,4,5,2
2008-06-17,4700,4,7,0,0
2008-06-18,0597,0,5,9,7
2008-06-19,3982,3,9,8,2
2008-06-20,2607,2,6,0,7
2008-06-21,5820,5,8,2,0
2008-06-22,9735,9,7,3,5
2008-06-23,1652,1,6,5,2
2008-06-24,2019,2,0,1,9
2008-06-25,0823,0,8,2,3
2008-06-26,8744,8,7,4,4
2008-06-27,9320,9,3,2,0
2008-06-28,4062,4,0,6,2
2008-06-29,7438,7,4,3,8
2008-06-30,8249,8,2,4,9
2008-07-01,3826,3,8,2,6
2008-07-02,0115,0,1,1,5
2008-07-03,6231,6,2,3,1
2008-07-04,3546,3,5,4,6
2008-07-05,7018,7,0,1,8
2008-07-06,4163,4,1,6,3
2008-07-07,1805,1,8,0,5
2008-07-08,2062,2,0,6,2
2008-07-09,5388,5,3,8,8
2008-07-10,3709,3,7,0,9
2008-07-11,0482,0,4,8,2
2008-07-12,8746,8,7,4,6
2008-07-13,8523,8,5,2,3
2008-07-14,4837,4,8,3,7
2008-07-15,9405,9,4,0,5
2008-07-16,6080,6,0,8,0
2008-07-17,2376,2,3,7,6
2008-07-18,4695,4,6,9,5
2008-07-19,3428,3,4,2,8
2008-07-20,2586,2,5,8,6
2008-07-21,0155,0,1,5,5
2008-07-22,5361,5,3,6,1
2008-07-23,7604,7,6,0,4
2008-07-24,1543,1,5,4,3
2008-07-25,4027,4,0,2,7
2008-07-26,2506,2,5,0,6
2008-07-27,2714,2,7,1,4
2008-07-28,3264,3,2,6,4
2008-07-29,0638,0,6,3,8
2008-07-30,8051,8,0,5,1
2008-07-31,2470,2,4,7,0
2008-08-01,1732,1,7,3,2
2008-08-02,1964,1,9,6,4
2008-08-03,4210,4,2,1,0
2008-08-04,9352,9,3,5,2
2008-08-05,8996,8,9,9,6
2008-08-06,3674,3,6,7,4
2008-08-07,1026,1,0,2,6
2008-08-08,6418,6,4,1,8
2008-08-09,4397,4,3,9,7
2008-08-10,8590,8,5,9,0
2008-08-11,2076,2,0,7,6
2008-08-12,9211,9,2,1,1
2008-08-13,0785,0,7,8,5
2008-08-14,3629,3,6,2,9
2008-08-15,5614,5,6,1,4
2008-08-16,2179,2,1,7,9
2008-08-17,3205,3,2,0,5
2008-08-18,0306,0,3,0,6
2008-08-19,7083,7,0,8,3
2008-08-20,9462,9,4,6,2
2008-08-21,8271,8,2,7,1
2008-08-22,6851,6,8,5,1
2008-08-23,5695,5,6,9,5
2008-08-24,8076,8,0,7,6
2008-08-25,6120,6,1,2,0
2008-08-26,3850,3,8,5,0
2008-08-27,4764,4,7,6,4
2008-08-28,0032,0,0,3,2
2008-08-29,1493,1,4,9,3
2008-08-30,1871,1,8,7,1
2008-08-31,5391,5,3,9,1
2008-09-01,8900,8,9,0,0
2008-09-02,1342,1,3,4,2
2008-09-03,0127,0,1,2,7
2008-09-04,2118,2,1,1,8
2008-09-05,8642,8,6,4,2
2008-09-06,7908,7,9,0,8
2008-09-07,3260,3,2,6,0
2008-09-08,0716,0,7,1,6
2008-09-09,3038,3,0,3,8
2008-09-10,6193,6,1,9,3
2008-09-11,4284,4,2,8,4
2008-09-12,1966,1,9,6,6
2008-09-13,3482,3,4,8,2
2008-09-14,2079,2,0,7,9
2008-09-15,8445,8,4,4,5
2008-09-16,9489,9,4,8,9
2008-09-17,6921,6,9,2,1
2008-09-18,0576,0,5,7,6
2008-09-19,1230,1,2,3,0
2008-09-20,7324,7,3,2,4
2008-09-21,9387,9,3,8,7
2008-09-22,4128,4,1,2,8
2008-09-23,7305,7,3,0,5
2008-09-24,5286,5,2,8,6
2008-09-25,4720,4,7,2,0
2008-09-26,9645,9,6,4,5
2008-09-27,5933,5,9,3,3
2008-09-28,9407,9,4,0,7
2008-09-29,5208,5,2,0,8
2008-09-30,7219,7,2,1,9
2008-10-01,7165,7,1,6,5
2008-10-02,9974,9,9,7,4
2008-10-03,3486,3,4,8,6
2008-10-04,6914,6,9,1,4
2008-10-05,5359,5,3,5,9
2008-10-06,7063,7,0,6,3
2008-10-07,3894,3,8,9,4
2008-10-08,5618,5,6,1,8
2008-10-09,0586,0,5,8,6
2008-10-10,9802,9,8,0,2
2008-10-11,2495,2,4,9,5
2008-10-12,2863,2,8,6,3
2008-10-13,0975,0,9,7,5
2008-10-14,4256,4,2,5,6
2008-10-15,6087,6,0,8,7
2008-10-16,1950,1,9,5,0
2008-10-17,7013,7,0,1,3
2008-10-18,8691,8,6,9,1
2008-10-19,9208,9,2,0,8
2008-10-20,5384,5,3,8,4
2008-10-21,1510,1,5,1,0
2008-10-22,8517,8,5,1,7
2008-10-23,6328,6,3,2,8
2008-10-24,5609,5,6,0,9
2008-10-25,6087,6,0,8,7
2008-10-26,9736,9,7,3,6
2008-10-27,9030,9,0,3,0
2008-10-28,7253,7,2,5,3
2008-10-29,3065,3,0,6,5
2008-10-30,2519,2,5,1,9
2008-10-31,6288,6,2,8,8
2008-11-01,7125,7,1,2,5
2008-11-02,3106,3,1,0,6
2008-11-03,8691,8,6,9,1
2008-11-04,5878,5,8,7,8
2008-11-05,1023,1,0,2,3
2008-11-06,9715,9,7,1,5
2008-11-07,2163,2,1,6,3
2008-11-08,2077,2,0,7,7
2008-11-09,3651,3,6,5,1
2008-11-10,1068,1,0,6,8
2008-11-11,9684,9,6,8,4
2008-11-12,0937,0,9,3,7
2008-11-13,1798,1,7,9,8
2008-11-14,3176,3,1,7,6
2008-11-15,7365,7,3,6,5
2008-11-16,5397,5,3,9,7
2008-11-17,4686,4,6,8,6
2008-11-18,9051,9,0,5,1
2008-11-19,5648,5,6,4,8
2008-11-20,3391,3,3,9,1
2008-11-21,4764,4,7,6,4
2008-11-22,1938,1,9,3,8
2008-11-23,2590,2,5,9,0
2008-11-24,0476,0,4,7,6
2008-11-25,0314,0,3,1,4
2008-11-26,7039,7,0,3,9
2008-11-27,1724,1,7,2,4
2008-11-28,9264,9,2,6,4
2008-11-29,0451,0,4,5,1
2008-11-30,8162,8,1,6,2
2008-12-01,9638,9,6,3,8
2008-12-02,5472,5,4,7,2
2008-12-03,2016,2,0,1,6
2008-12-04,3160,3,1,6,0
2008-12-05,2798,2,7,9,8
2008-12-06,5074,5,0,7,4
2008-12-07,9586,9,5,8,6
2008-12-08,4870,4,8,7,0
2008-12-09,7638,7,6,3,8
2008-12-10,0245,0,2,4,5
2008-12-11,7234,7,2,3,4
2008-12-12,6952,6,9,5,2
2008-12-13,7593,7,5,9,3
2008-12-14,0611,0,6,1,1
2008-12-15,9017,9,0,1,7
2008-12-16,1356,1,3,5,6
2008-12-17,2675,2,6,7,5
2008-12-18,4502,4,5,0,2
2008-12-19,4325,4,3,2,5
2008-12-20,2164,2,1,6,4
2008-12-21,6807,6,8,0,7
2008-12-22,3029,3,0,2,9
2008-12-23,5912,5,9,1,2
2008-12-24,5489,5,4,8,9
2008-12-25,2177,2,1,7,7
2008-12-26,6457,6,4,5,7
2008-12-27,8260,8,2,6,0
2008-12-28,7146,7,1,4,6
2008-12-29,5784,5,7,8,4
2008-12-30,6150,6,1,5,0
2008-12-31,1042,1,0,4,2
2009-01-01,9486,9,4,8,6
2009-01-02,2015,2,0,1,5
2009-01-03,7292,7,2,9,2
2009-01-04,2601,2,6,0,1
2009-01-05,6347,6,3,4,7
2009-01-06,2286,2,2,8,6
2009-01-07,9184,9,1,8,4
2009-01-08,5821,5,8,2,1
2009-01-09,3192,3,1,9,2
2009-01-10,0611,0,6,1,1
2009-01-11,4975,4,9,7,5
2009-01-12,0415,0,4,1,5
2009-01-13,3908,3,9,0,8
2009-01-14,3769,3,7,6,9
2009-01-15,4605,4,6,0,5
2009-01-16,3770,3,7,7,0
2009-01-17,4923,4,9,2,3
2009-01-18,7402,7,4,0,2
2009-01-19,0943,0,9,4,3
2009-01-20,7094,7,0,9,4
2009-01-21,5388,5,3,8,8
2009-01-22,1050,1,0,5,0
2009-01-23,8196,8,1,9,6
2009-01-24,1508,1,5,0,8
2009-01-25,8334,8,3,3,4
2009-01-26,9754,9,7,5,4
2009-01-27,0168,0,1,6,8
2009-01-28,2151,2,1,5,1
2009-01-29,9045,9,0,4,5
2009-01-30,4279,4,2,7,9
2009-01-31,6194,6,1,9,4
2009-02-01,0360,0,3,6,0
2009-02-02,7546,7,5,4,6
2009-02-03,5289,5,2,8,9
2009-02-04,3033,3,0,3,3
2009-02-05,4769,4,7,6,9
2009-02-06,2752,2,7,5,2
2009-02-07,0921,0,9,2,1
2009-02-08,6548,6,5,4,8
2009-02-09,9805,9,8,0,5
2009-02-10,1747,1,7,4,7
2009-02-11,5229,5,2,2,9
2009-02-12,8406,8,4,0,6
2009-02-13,4569,4,5,6,9
2009-02-14,7748,7,7,4,8
2009-02-15,9307,9,3,0,7
2009-02-16,3723,3,7,2,3
2009-02-17,1991,1,9,9,1
2009-02-18,2078,2,0,7,8
2009-02-19,5127,5,1,2,7
2009-02-20,0744,0,7,4,4
2009-02-21,6281,6,2,8,1
2009-02-22,8669,8,6,6,9
2009-02-23,8518,8,5,1,8
2009-02-24,7604,7,6,0,4
2009-02-25,2230,2,2,3,0
2009-02-26,5080,5,0,8,0
2009-02-27,1297,1,2,9,7
2009-02-28,7614,7,6,1,4
2009-03-01,0171,0,1,7,1
2009-03-02,4503,4,5,0,3
2009-03-03,1043,1,0,4,3
2009-03-04,6356,6,3,5,6
2009-03-05,8130,8,1,3,0
2009-03-06,9145,9,1,4,5
2009-03-07,5539,5,5,3,9
2009-03-08,0965,0,9,6,5
2009-03-09,7483,7,4,8,3
2009-03-10,9299,9,2,9,9
2009-03-11,8634,8,6,3,4
2009-03-12,1905,1,9,0,5
2009-03-13,5429,5,4,2,9
2009-03-14,0681,0,6,8,1
2009-03-15,8048,8,0,4,8
2009-03-16,3726,3,7,2,6
2009-03-17,6104,6,1,0,4
2009-03-18,2865,2,8,6,5
2009-03-19,7541,7,5,4,1
2009-03-20,1536,1,5,3,6
2009-03-21,4813,4,8,1,3
2009-03-22,6929,6,9,2,9
2009-03-23,0743,0,7,4,3
2009-03-24,5683,5,6,8,3
2009-03-25,3117,3,1,1,7
2009-03-26,8509,8,5,0,9
2009-03-27,7635,7,6,3,5
2009-03-28,2716,2,7,1,6
2009-03-29,3298,3,2,9,8
2009-03-30,4551,4,5,5,1
2009-03-31,1018,1,0,1,8
2009-04-01,8739,8,7,3,9
2009-04-02,9971,9,9,7,1
2009-04-03,1471,1,4,7,1
2009-04-04,0385,0,3,8,5
2009-04-05,7064,7,0,6,4
2009-04-06,3597,3,5,9,7
2009-04-07,6831,6,8,3,1
2009-04-08,0659,0,6,5,9
2009-04-09,3411,3,4,1,1
2009-04-10,5350,5,3,5,0
2009-04-11,3968,3,9,6,8
2009-04-12,8290,8,2,9,0
2009-04-13,7445,7,4,4,5
2009-04-14,5909,5,9,0,9
2009-04-15,9487,9,4,8,7
2009-04-16,2813,2,8,1,3
2009-04-17,3176,3,1,7,6
2009-04-18,8093,8,0,9,3
2009-04-19,5866,5,8,6,6
2009-04-20,2984,2,9,8,4
2009-04-21,3546,3,5,4,6
2009-04-22,0175,0,1,7,5
2009-04-23,7360,7,3,6,0
2009-04-24,9870,9,8,7,0
2009-04-25,2848,2,8,4,8
2009-04-26,6714,6,7,1,4
2009-04-27,8625,8,6,2,5
2009-04-28,9915,9,9,1,5
2009-04-29,7402,7,4,0,2
2009-04-30,0146,0,1,4,6
2009-05-01,9369,9,3,6,9
2009-05-02,4526,4,5,2,6
2009-05-03,3085,3,0,8,5
2009-05-04,5704,5,7,0,4
2009-05-05,7620,7,6,2,0
2009-05-06,8348,8,3,4,8
2009-05-07,5289,5,2,8,9
2009-05-08,7832,7,8,3,2
2009-05-09,6293,6,2,9,3
2009-05-10,2010,2,0,1,0
2009-05-11,4076,4,0,7,6
2009-05-12,6631,6,6,3,1
2009-05-13,0783,0,7,8,3
2009-05-14,7184,7,1,8,4
2009-05-15,3523,3,5,2,3
2009-05-16,4409,4,4,0,9
2009-05-17,9191,9,1,9,1
2009-05-18,8955,8,9,5,5
2009-05-19,1380,1,3,8,0
2009-05-20,7619,7,6,1,9
2009-05-21,5021,5,0,2,1
2009-05-22,5967,5,9,6,7
2009-05-23,2495,2,4,9,5
2009-05-24,7084,7,0,8,4
2009-05-25,4771,4,7,7,1
2009-05-26,5915,5,9,1,5
2009-05-27,0897,0,8,9,7
2009-05-28,3070,3,0,7,0
2009-05-29,1436,1,4,3,6
2009-05-30,9467,9,4,6,7
2009-05-31,0813,0,8,1,3
2009-06-01,7963,7,9,6,3
2009-06-02,3122,3,1,2,2
2009-06-03,4608,4,6,0,8
2009-06-04,1453,1,4,5,3
2009-06-05,2582,2,5,8,2
2009-06-06,3075,3,0,7,5
2009-06-07,8559,8,5,5,9
2009-06-08,0394,0,3,9,4
2009-06-09,1267,1,2,6,7
2009-06-10,5364,5,3,6,4
2009-06-11,8679,8,6,7,9
2009-06-12,9616,9,6,1,6
2009-06-13,2983,2,9,8,3
2009-06-14,7422,7,4,2,2
2009-06-15,3185,3,1,8,5
2009-06-16,2538,2,5,3,8
2009-06-17,4844,4,8,4,4
2009-06-18,7258,7,2,5,8
2009-06-19,7327,7,3,2,7
2009-06-20,8861,8,8,6,1
2009-06-21,5764,5,7,6,4
2009-06-22,7025,7,0,2,5
2009-06-23,4812,4,8,1,2
2009-06-24,3291,3,2,9,1
2009-06-25,1439,1,4,3,9
2009-06-26,6100,6,1,0,0
2009-06-27,9145,9,1,4,5
2009-06-28,5126,5,1,2,6
2009-06-29,0382,0,3,8,2
2009-06-30,7264,7,2,6,4
2009-07-01,2090,2,0,9,0
2009-07-02,9172,9,1,7,2
2009-07-03,4706,4,7,0,6
2009-07-04,6238,6,2,3,8
2009-07-05,0215,0,2,1,5
2009-07-06,8817,8,8,1,7
2009-07-07,9130,9,1,3,0
2009-07-08,5282,5,2,8,2
2009-07-09,7213,7,2,1,3
2009-07-10,9357,9,3,5,7
2009-07-11,0115,0,1,1,5
2009-07-12,4676,4,6,7,6
2009-07-13,5093,5,0,9,3
2009-07-14,1589,1,5,8,9
2009-07-15,7148,7,1,4,8
2009-07-16,5895,5,8,9,5
2009-07-17,3720,3,7,2,0
2009-07-18,0712,0,7,1,2
2009-07-19,2498,2,4,9,8
2009-07-20,4101,4,1,0,1
2009-07-21,3076,3,0,7,6
2009-07-22,0875,0,8,7,5
2009-07-23,1384,1,3,8,4
2009-07-24,6522,6,5,2,2
2009-07-25,8056,8,0,5,6
2009-07-26,3764,3,7,6,4
2009-07-27,0370,0,3,7,0
2009-07-28,8452,8,4,5,2
2009-07-29,6168,6,1,6,8
2009-07-30,7230,7,2,3,0
2009-07-31,5881,5,8,8,1
2009-08-01,1373,1,3,7,3
2009-08-02,1465,1,4,6,5
2009-08-03,2591,2,5,9,1
2009-08-04,4635,4,6,3,5
2009-08-05,9554,9,5,5,4
2009-08-06,2178,2,1,7,8
2009-08-07,6693,6,6,9,3
2009-08-08,9152,9,1,5,2
2009-08-09,5330,5,3,3,0
2009-08-10,7304,7,3,0,4
2009-08-11,3911,3,9,1,1
2009-08-12,4909,4,9,0,9
2009-08-13,8532,8,5,3,2
2009-08-14,1387,1,3,8,7
2009-08-15,8450,8,4,5,0
2009-08-16,9821,9,8,2,1
2009-08-17,3972,3,9,7,2
2009-08-18,5306,5,3,0,6
2009-08-19,2596,2,5,9,6
2009-08-20,7281,7,2,8,1
2009-08-21,6005,6,0,0,5
2009-08-22,7142,7,1,4,2
2009-08-23,1579,1,5,7,9
2009-08-24,6917,6,9,1,7
2009-08-25,4125,4,1,2,5
2009-08-26,8747,8,7,4,7
2009-08-27,3054,3,0,5,4
2009-08-28,7911,7,9,1,1
2009-08-29,2762,2,7,6,2
2009-08-30,8302,8,3,0,2
2009-08-31,9360,9,3,6,0
2009-09-01,7041,7,0,4,1
2009-09-02,6229,6,2,2,9
2009-09-03,9103,9,1,0,3
2009-09-04,2855,2,8,5,5
2009-09-05,2314,2,3,1,4
2009-09-06,7019,7,0,1,9
2009-09-07,5087,5,0,8,7
2009-09-08,1706,1,7,0,6
2009-09-09,3775,3,7,7,5
2009-09-10,2697,2,6,9,7
2009-09-11,8259,8,2,5,9
2009-09-12,7901,7,9,0,1
2009-09-13,5786,5,7,8,6
2009-09-14,1692,1,6,9,2
2009-09-15,0848,0,8,4,8
2009-09-16,2955,2,9,5,5
2009-09-17,4612,4,6,1,2
2009-09-18,8516,8,5,1,6
2009-09-19,1889,1,8,8,9
2009-09-20,1069,1,0,6,9
2009-09-21,6057,6,0,5,7
2009-09-22,4396,4,3,9,6
2009-09-23,5373,5,3,7,3
2009-09-24,9211,9,2,1,1
2009-09-25,0516,0,5,1,6
2009-09-26,8194,8,1,9,4
2009-09-27,3759,3,7,5,9
2009-09-28,8910,8,9,1,0
2009-09-29,5242,5,2,4,2
2009-09-30,7093,7,0,9,3
2009-10-01,1832,1,8,3,2
2009-10-02,7186,7,1,8,6
2009-10-03,6450,6,4,5,0
2009-10-04,3578,3,5,7,8
2009-10-05,0324,0,3,2,4
2009-10-06,9298,9,2,9,8
2009-10-07,2749,2,7,4,9
2009-10-08,8015,8,0,1,5
2009-10-09,2833,2,8,3,3
2009-10-10,9506,9,5,0,6
2009-10-11,6942,6,9,4,2
2009-10-12,0736,0,7,3,6
2009-10-13,4070,4,0,7,0
2009-10-14,8602,8,6,0,2
2009-10-15,7346,7,3,4,6
2009-10-16,5827,5,8,2,7
2009-10-17,8015,8,0,1,5
2009-10-18,7206,7,2,0,6
2009-10-19,3554,3,5,5,4
2009-10-20,6180,6,1,8,0
2009-10-21,7536,7,5,3,6
2009-10-22,0125,0,1,2,5
2009-10-23,5073,5,0,7,3
2009-10-24,4409,4,4,0,9
2009-10-25,2930,2,9,3,0
2009-10-26,1899,1,8,9,9
2009-10-27,0323,0,3,2,3
2009-10-28,6913,6,9,1,3
2009-10-29,2194,2,1,9,4
2009-10-30,8597,8,5,9,7
2009-10-31,2931,2,9,3,1
2009-11-01,4769,4,7,6,9
2009-11-02,4274,4,2,7,4
2009-11-03,2906,2,9,0,6
2009-11-04,5701,5,7,0,1
2009-11-05,8217,8,2,1,7
2009-11-06,9076,9,0,7,6
2009-11-07,6292,6,2,9,2
2009-11-08,0164,0,1,6,4
2009-11-09,2809,2,8,0,9
2009-11-10,4694,4,6,9,4
2009-11-11,8001,8,0,0,1
2009-11-12,1483,1,4,8,3
2009-11-13,6238,6,2,3,8
2009-11-14,4316,4,3,1,6
2009-11-15,8202,8,2,0,2
2009-11-16,3729,3,7,2,9
2009-11-17,9513,9,5,1,3
2009-11-18,0488,0,4,8,8
2009-11-19,5247,5,2,4,7
2009-11-20,8996,8,9,9,6
2009-11-21,2791,2,7,9,1
2009-11-22,6024,6,0,2,4
2009-11-23,0417,0,4,1,7
2009-11-24,6159,6,1,5,9
2009-11-25,3871,3,8,7,1
2009-11-26,7954,7,9,5,4
2009-11-27,9362,9,3,6,2
2009-11-28,4185,4,1,8,5
2009-11-29,5498,5,4,9,8
2009-11-30,0378,0,3,7,8
2009-12-01,1824,1,8,2,4
2009-12-02,6586,6,5,8,6
2009-12-03,6240,6,2,4,0
2009-12-04,8492,8,4,9,2
2009-12-05,5708,5,7,0,8
2009-12-06,7126,7,1,2,6
2009-12-07,2855,2,8,5,5
2009-12-08,4901,4,9,0,1
2009-12-09,0792,0,7,9,2
2009-12-10,3160,3,1,6,0
2009-12-11,2153,2,1,5,3
2009-12-12,0991,0,9,9,1
2009-12-13,8307,8,3,0,7
2009-12-14,5013,5,0,1,3
2009-12-15,2415,2,4,1,5
2009-12-16,6255,6,2,5,5
2009-12-17,9728,9,7,2,8
2009-12-18,4879,4,8,7,9
2009-12-19,1490,1,4,9,0
2009-12-20,9901,9,9,0,1
2009-12-21,8942,8,9,4,2
2009-12-22,5808,5,8,0,8
2009-12-23,0227,0,2,2,7
2009-12-24,7489,7,4,8,9
2009-12-25,5768,5,7,6,8
2009-12-26,8277,8,2,7,7
2009-12-27,1849,1,8,4,9
2009-12-28,5576,5,5,7,6
2009-12-29,3917,3,9,1,7
2009-12-30,8621,8,6,2,1
2009-12-31,2310,2,3,1,0
2010-01-01,2015,2,0,1,5
2010-01-02,9138,9,1,3,8
2010-01-03,6538,6,5,3,8
2010-01-04,4924,4,9,2,4
2010-01-05,9153,9,1,5,3
2010-01-06,6348,6,3,4,8
2010-01-07,1596,1,5,9,6
2010-01-08,8003,8,0,0,3
2010-01-09,3784,3,7,8,4
2010-01-10,5922,5,9,2,2
2010-01-11,4290,4,2,9,0
2010-01-12,2836,2,8,3,6
2010-01-13,9329,9,3,2,9
2010-01-14,0267,0,2,6,7
2010-01-15,3497,3,4,9,7
2010-01-16,7321,7,3,2,1
2010-01-17,4893,4,8,9,3
2010-01-18,1135,1,1,3,5
2010-01-19,0759,0,7,5,9
2010-01-20,8251,8,2,5,1
2010-01-21,0988,0,9,8,8
2010-01-22,7862,7,8,6,2
2010-01-23,4195,4,1,9,5
2010-01-24,2685,2,6,8,5
2010-01-25,5503,5,5,0,3
2010-01-26,3827,3,8,2,7
2010-01-27,6406,6,4,0,6
2010-01-28,4317,4,3,1,7
2010-01-29,9068,9,0,6,8
2010-01-30,8541,8,5,4,1
2010-01-31,8964,8,9,6,4
2010-02-01,4521,4,5,2,1
2010-02-02,1403,1,4,0,3
2010-02-03,7483,7,4,8,3
2010-02-04,9520,9,5,2,0
2010-02-05,0785,0,7,8,5
2010-02-06,1967,1,9,6,7
2010-02-07,2601,2,6,0,1
2010-02-08,7499,7,4,9,9
2010-02-09,8046,8,0,4,6
2010-02-10,2218,2,2,1,8
2010-02-11,5482,5,4,8,2
2010-02-12,6391,6,3,9,1
2010-02-13,3848,3,8,4,8
2010-02-14,1423,1,4,2,3
2010-02-15,1560,1,5,6,0
2010-02-16,4309,4,3,0,9
2010-02-17,6155,6,1,5,5
2010-02-18,4283,4,2,8,3
2010-02-19,9526,9,5,2,6
2010-02-20,8829,8,8,2,9
2010-02-21,0590,0,5,9,0
2010-02-22,2502,2,5,0,2
2010-02-23,1138,1,1,3,8
2010-02-24,0354,0,3,5,4
2010-02-25,9610,9,6,1,0
2010-02-26,1734,1,7,3,4
2010-02-27,3586,3,5,8,6
2010-02-28,8095,8,0,9,5
2010-03-01,6057,6,0,5,7
2010-03-02,4869,4,8,6,9
2010-03-03,7281,7,2,8,1
2010-03-04,5805,5,8,0,5
2010-03-05,4923,4,9,2,3
2010-03-06,2641,2,6,4,1
2010-03-07,5104,5,1,0,4
2010-03-08,9386,9,3,8,6
2010-03-09,7599,7,5,9,9
2010-03-10,3092,3,0,9,2
2010-03-11,0968,0,9,6,8
2010-03-12,7970,7,9,7,0
2010-03-13,6453,6,4,5,3
2010-03-14,9817,9,8,1,7
2010-03-15,5075,5,0,7,5
2010-03-16,4352,4,3,5,2
2010-03-17,1567,1,5,6,7
2010-03-18,2791,2,7,9,1
2010-03-19,8813,8,8,1,3
2010-03-20,8906,8,9,0,6
2010-03-21,9474,9,4,7,4
2010-03-22,0411,0,4,1,1
2010-03-23,5106,5,1,0,6
2010-03-24,6938,6,9,3,8
2010-03-25,8473,8,4,7,3
2010-03-26,5929,5,9,2,9
2010-03-27,7319,7,3,1,9
2010-03-28,0332,0,3,3,2
2010-03-29,2505,2,5,0,5
2010-03-30,6662,6,6,6,2
2010-03-31,7323,7,3,2,3
2010-04-01,1094,1,0,9,4
2010-04-02,7980,7,9,8,0
2010-04-03,5021,5,0,2,1
2010-04-04,9645,9,6,4,5
2010-04-05,1683,1,6,8,3
2010-04-06,8214,8,2,1,4
2010-04-07,0799,0,7,9,9
2010-04-08,4516,4,5,1,6
